loan_no,loan_date,default,balance,DSCR,campaign,interest,payment,total_income,loan_amount
585092,17/07/2021,no,171,11.132,Digital,11.46,521.22,11604,25018
585448,25/07/2021,no,2471,2.334,Banking,1.324723509,383.96,1792,6911
585729,26/05/2021,no,-95,2.348,Digital,3.79,9405.56,44170,451466
585766,28/07/2021,no,0,3.685,Banking,2.005623982,1013.73,7471,18247
585812,25/07/2021,yes,-21,1.576,Banking,1.82638329,194.17,612,3495
586027,09/07/2021,no,-2,3.711,Banking,10.41094056,6404.36,47537,115278
586268,07/08/2021,no,183,6.1,Digital,3.75,1381.58,16854,66315
586594,25/07/2021,no,5024,1.921,Banking,8.293553036,4273.5,16423,76923
586723,18/11/2021,no,-92,10.756,Digital,2.3,554.74,11934,26627
586728,28/07/2021,no,361,3.85,Digital,11.625,2240.67,17251,107552
587053,31/07/2021,no,-11,3.123,Digital,3.218345155,2818.89,17607,101480
587255,17/04/2021,no,-43,3.282,Digital,2.558273627,7605.43,49926,365060
587313,28/09/2021,no,929,2.352,Digital,4.464294222,5336.42,25105,192111
587454,11/05/2021,no,0,5.469,Digital,7.964513043,1498.22,16387,71914
587624,07/07/2021,no,1604,3.551,Digital,3.866749736,4407.95,31308,211581
587727,08/05/2021,no,1428,2.371,Banking,3.25,10396.79,49300,499045
587780,02/07/2021,no,-255,3.413,Banking,5.898330762,311.12,2124,5600
587828,08/07/2021,no,-627,3.24,Digital,2.5,5621.48,36427,269831
588005,03/06/2021,no,559,2.136,Banking,2.461539538,3346.89,14298,60244
588169,29/01/2021,no,133,1.382,Banking,13.86820065,353.1,976,6355
588235,16/05/2021,no,0,6.493,Banking,2.385,1326.84,17231,63688
588245,29/07/2021,no,4353,3.296,Digital,8.25,7360.01,48510,353280
588466,07/05/2021,no,806,4.021,Digital,3.5,3524.84,28347,169192
588528,09/07/2021,no,4693,4.666,Digital,2.13,1997.79,18644,95893
588716,01/04/2021,no,686,5.343,Banking,12.125,1840.72,19671,88354
588744,21/05/2021,no,603,10.351,Digital,2.71,566.78,11733,27205
588841,14/05/2021,no,-976,2.447,Banking,4.176928088,9342.63,45720,168167
589460,06/02/2021,no,383,3.756,Banking,1.928107174,1839.38,13816,33108
589989,04/02/2021,no,372,3.244,Digital,1.795758041,9680.62,62805,348502
590093,23/07/2021,no,511,2.632,Digital,10.53550256,3082.8,16226,110980
590117,19/06/2021,no,-378,12.365,Digital,9,492.32,12175,23631
590383,07/04/2021,no,951,4.219,Banking,2.05,3251.77,27436,156084
590448,23/07/2021,no,-522,4.702,Banking,8.976432805,10371.25,97540,186682
590453,04/06/2021,no,0,5.259,Banking,2,1737.88,18279,83418
590614,11/08/2021,no,174,2.214,Banking,1.8,9097.41,40276,436675
591248,14/07/2021,no,0,1.591,Digital,14.35162406,301.16,958,10841
591277,14/05/2021,no,-312,1.344,Banking,11.5,1016.25,2731,48780
591302,03/02/2021,no,-211,2.694,Digital,3.75,5214.04,28098,250273
591997,22/07/2021,no,161,44.74,Digital,1.585,121.96,10913,5854
592077,14/08/2021,no,64,2.47,Digital,0,5444.38,26894,261330
592261,22/07/2021,no,791,22.865,Banking,5.29,247.71,11328,11890
592494,13/08/2021,no,3371,4.11,Banking,12.1057772,1790.33,14715,32225
592814,17/07/2021,no,-199,29.014,Digital,5.5,183.96,10675,8830
592917,29/05/2021,no,-181,4.442,Banking,2.337664884,1386.63,12318,24959
593023,07/07/2021,no,-79,2.173,Banking,13.50250826,999.44,4344,17989
593092,05/05/2021,no,0,1.995,Digital,1.318760231,2450.66,9779,88223
593144,13/05/2021,no,1611,2.538,Digital,2.525007894,4197.76,21305,151119
593389,15/07/2021,no,164,1.774,Banking,12.93635398,936.93,3324,16864
593438,15/05/2021,no,372,3.371,Banking,7.192379759,120.9,815,2176
593627,25/08/2021,no,1990,2.214,Digital,2.135,1741.29,7710,83581
593713,02/02/2021,no,-167,2.145,Banking,8.334264541,6934.2,29750,124815
593774,05/02/2021,no,761,2.552,Digital,10.04,6816.15,34790,327175
594140,20/11/2021,no,-212,3.399,Digital,1.75,8369.72,56904,401746
594190,05/05/2021,no,129,11.924,Digital,9.25,549.77,13111,26388
594544,18/07/2021,no,851,18.341,Banking,2.71,313.34,11494,15040
595074,07/05/2021,no,157,19.097,Digital,1.8,292.29,11164,14029
595099,04/02/2021,no,3957,1.516,Digital,3.04,3683.4,11170,176803
595310,17/07/2021,no,215,15.684,Digital,1.55,399.44,12530,19173
595353,28/05/2021,no,3672,3.256,Banking,8.847632738,830.59,5409,14950
595398,28/05/2021,no,10,17.463,Banking,10.665,313.81,10960,15062
595473,07/05/2021,no,1854,8.956,Banking,2.165,726.09,13005,34852
595536,22/09/2021,no,375,4.868,Banking,3.533057485,2146.77,20900,38641
595646,10/07/2021,no,859,4.33,Digital,2.243827894,682.73,5913,24578
595781,20/11/2021,no,-52,3.734,Banking,13.75,4030.53,30100,193465
595965,13/05/2021,no,3346,2.473,Digital,3.243659491,1027.22,5080,36979
596555,20/04/2021,no,489,3.595,Digital,2.38,2905.4,20887,139459
596604,03/07/2021,no,0,3.105,Banking,6.5,5474.62,34001,262781
596716,10/07/2021,no,1243,3.348,Banking,2.625293158,1639.84,10980,29517
596878,04/02/2021,no,374,1.833,Banking,14.47054219,1280.44,4693,23047
597141,16/06/2021,no,2627,4.108,Digital,10.415,3470.71,28513,166594
597216,22/07/2021,no,149,2.924,Banking,2.09,8028.38,46947,385362
597250,29/01/2021,no,-152,2.411,Banking,9.605479963,2380.79,11482,42854
597589,02/07/2021,no,-81,8.197,Digital,4.085,871.45,14286,41829
597962,07/05/2021,no,392,3.405,Digital,5.170270552,696.02,4740,25056
597963,08/07/2021,no,-32,2.73,Banking,11.70060332,6767.34,36944,121812
597969,31/07/2021,no,0,4.871,Digital,2.04,1958.21,19078,93994
598172,25/07/2021,no,5261,31.784,Banking,2.04,165.27,10506,7932
598314,30/06/2021,no,597,2.907,Digital,2.3,4552.47,26471,218518
598968,02/06/2021,no,313,4.077,Banking,5.45193689,1553.58,12667,27964
598998,14/05/2021,no,80,2.15,Digital,14.75688512,1360.23,5849,48968
599040,21/11/2021,no,1521,3.091,Digital,3,4890.56,30232,234746
599045,17/11/2021,no,121,79.61,Digital,12.335,64.1,10206,3076
599241,21/11/2021,no,26,1.985,Banking,5.724021054,1223.51,4857,22023
599320,17/11/2021,no,109,2.643,Banking,6.889479896,1965.8,10393,35384
599496,21/07/2021,no,0,9.576,Digital,11.665,711.29,13623,34141
599501,19/11/2021,no,5287,5.57,Digital,12.5,1605.46,17886,77062
599705,21/11/2021,no,829,2.976,Banking,1.385,4157.24,24742,199547
599824,04/07/2021,no,215,4.828,Digital,3.125,6136.96,59255,294574
599980,15/05/2021,no,-197,6.984,Digital,1.84,1120.26,15648,53772
600202,22/08/2021,no,354,2.247,Banking,12.09145272,5258.4,23634,94651
600274,04/06/2021,no,90,1.676,Banking,9.165796053,1072.35,3594,19302
600423,07/07/2021,no,126,37.388,Digital,3,144.31,10791,6926
600534,09/05/2021,no,-665,2.641,Banking,3.79783148,1390.35,7345,25026
600845,10/02/2021,no,1347,3.396,Digital,10,4890.85,33215,234760
601117,11/08/2021,no,2277,2.358,Banking,7.579142251,2039.45,9617,36710
601579,20/06/2021,no,34,16.893,Digital,1.51,329.93,11147,15836
601615,08/04/2021,no,1807,6.036,Digital,2.385,1452.27,17533,69708
601710,20/04/2021,no,8,8.545,Digital,11.25,814.5,13920,39096
601806,27/05/2021,no,844,1.633,Digital,11.85587793,4048.7,13220,145753
601915,29/01/2021,no,-110,9.408,Digital,3.29551955,670.31,12612,32174
601963,02/06/2021,no,360,2.975,Digital,7,8759.44,52124,420453
602017,20/06/2021,no,142,4.344,Banking,12.30909699,8466.79,73564,152402
602030,12/05/2021,no,242,3.653,Banking,11.40215949,5390.34,39378,97026
602057,15/05/2021,no,1038,4.496,Digital,10,2112.17,18994,101384
602089,15/07/2021,no,217,3.634,Banking,1.664455921,885.42,6435,15937
602103,21/11/2021,no,344,2.507,Banking,9.445842687,4474.57,22436,80542
602200,06/06/2021,no,464,4.276,Banking,3,4011.89,34308,192570
602323,02/02/2021,no,474,9.857,Digital,1.675,688.41,13571,33043
602432,19/05/2021,no,86,1.615,Digital,10.83535764,552.31,1784,19883
602622,07/07/2021,no,58,8.543,Digital,13.665,726.35,12410,34864
602840,29/07/2021,no,738,11.112,Digital,8,582.4,12943,27955
603004,17/04/2021,no,512,6.851,Digital,5,1257.19,17225,60345
603265,02/06/2021,no,456,3.479,Digital,2.09,5797.01,40336,278256
603322,09/07/2021,no,409,1.887,Banking,14.94951869,3001.58,11326,54028
603472,25/07/2021,yes,254,4.814,Banking,14,1696.92,16338,81452
603518,27/08/2021,no,875,4.001,Banking,2.54,2091.33,16734,100383
603704,21/11/2021,no,77,2.718,Digital,13.665,8915.57,48471,427947
603850,13/05/2021,no,0,3.092,Banking,9.54,5552.76,34338,266532
604002,27/05/2021,no,-1040,2.103,Digital,2.13,9628.2,40493,462153
604144,16/07/2021,no,414,3.755,Digital,11.94907185,445.02,3342,16020
604198,30/05/2021,no,548,3.255,Banking,2.363925093,717.95,4674,12923
604274,24/07/2021,no,-39,1.563,Digital,13.17598628,8960.9,28013,322592
604334,09/04/2021,no,3135,2.454,Banking,2.05,7026.37,34480,337265
604452,14/05/2021,no,987,23.723,Digital,4.415,235.28,11163,11293
604622,09/05/2021,no,271,2.753,Digital,1.38,4764.18,26236,228680
604788,29/07/2021,no,64,3.523,Digital,3.5,5330.3,37558,255854
605030,20/11/2021,no,782,2.493,Banking,6.304891281,3818.35,19036,68730
605061,30/05/2021,no,629,24.298,Digital,1.84,229.92,11173,11036
605260,17/07/2021,no,15,3.619,Banking,11.5,3415.03,24719,163921
605298,05/05/2021,no,2,18.107,Digital,5.023033823,301.85,10931,14488
605325,20/06/2021,no,1588,2.104,Digital,9.76946389,3236.32,13621,116507
605386,24/07/2021,no,3226,2.743,Banking,2.175,11097.02,60880,532656
605613,27/05/2021,no,-213,4.038,Banking,14.81900887,319.25,2578,5746
605767,21/07/2021,no,182,2.224,Banking,6.641582219,10568.02,47010,190224
606359,30/06/2021,no,1309,2.596,Digital,11.34421408,7439.43,38629,267819
606422,05/05/2021,no,-16,3.45,Banking,5.875,4820.03,33257,231361
606465,02/02/2021,no,147,2.761,Digital,5,9347.92,51619,448700
606586,27/08/2021,no,2094,3.35,Digital,1.965,4401.51,29490,211272
607117,05/06/2021,no,125,2.165,Banking,12.57730062,779.4,3375,14029
607386,28/07/2021,no,53,6.453,Digital,5.875,1257.36,16228,60353
607565,18/05/2021,no,1043,4.243,Digital,3.398869858,6299.89,53465,226796
607798,17/04/2021,no,245,1.849,Banking,11.16788469,415.66,1537,7481
607811,28/01/2021,no,962,4.106,Digital,4.939315699,231.76,1903,8343
607924,25/07/2021,no,5423,2.918,Banking,0,9380.28,54735,450253
607989,16/07/2021,no,-213,3.342,Banking,7.413255938,5383.13,35980,96896
608016,15/07/2021,no,0,15.111,Digital,5,395.44,11951,18981
608032,19/05/2021,no,976,65.254,Digital,1.585,78.47,10241,3766
608357,17/10/2021,no,-103,2.826,Banking,5.27241254,278.27,1573,5008
608362,30/07/2021,no,384,6.863,Digital,9.75,1259.49,17287,60455
608407,21/11/2021,no,1171,4.294,Digital,7,2311.36,19851,110945
608459,11/06/2021,no,637,4.143,Digital,5.325045296,2373.49,19668,85445
608546,08/07/2021,no,598,2.022,Digital,13.6333479,3125.39,12641,112514
608728,07/05/2021,no,-679,4.869,Banking,6.033752456,1832.72,17846,32988
608951,20/08/2021,no,-219,2.827,Digital,2.5,6583.71,37230,316018
609224,29/01/2021,no,1281,2.973,Banking,6.719163771,1315.35,7822,23676
609241,21/07/2021,no,158,4.12,Digital,3.210336304,281.91,2323,10148
609271,18/07/2021,no,236,3.533,Digital,2.54,5268.81,37234,252902
609395,09/07/2021,no,278,45.012,Banking,1.425,117.28,10558,5629
609413,12/05/2021,no,206,3.133,Digital,6.5,4414.6,27658,211900
609588,29/01/2021,no,540,4.86,Banking,2.870171305,3806.73,36999,68521
609981,13/05/2021,no,-580,2.451,Digital,9.35116044,5812.4,28497,209246
610049,11/05/2021,no,243,2.504,Banking,13.4140263,224.22,1123,4035
610255,06/05/2021,no,244,3.244,Banking,2.135,5137.35,33334,246592
610264,29/01/2021,no,250,1.77,Banking,11.44706609,345.39,1223,6217
610319,09/06/2021,no,-364,3.201,Digital,8.96266317,2287.43,14643,82347
610323,09/07/2021,no,2150,5.336,Banking,10.5,1632.18,17417,78344
610352,27/06/2021,no,23,2.484,Digital,9.687059457,4730.61,23497,170301
610361,02/06/2021,no,4,3.641,Banking,2.835,2773.09,20194,133108
610557,30/07/2021,no,726,3.918,Banking,12.93082637,3232.82,25332,58190
610607,29/05/2021,no,351,10.501,Digital,10,637.87,13397,30617
610739,23/07/2021,no,4848,4.441,Digital,9.5,2687.06,23865,128978
610777,13/05/2021,no,4908,3.15,Digital,4.659744039,7822.07,49282,375459
611247,28/07/2021,no,1682,3.378,Digital,6.5,7928.32,53566,380559
611445,21/07/2021,no,14,4.521,Banking,14.44070409,917.47,8295,16514
611496,15/05/2021,no,18,3.738,Digital,2.75,2991.3,22363,143582
611693,04/07/2021,no,183,3.603,Digital,14.02552982,747.85,5389,26922
611772,27/05/2021,no,-634,2.158,Digital,6.029162759,9836.4,42456,354110
611975,31/07/2021,no,-7,4.263,Banking,11.31450154,2400.92,20469,43216
612081,06/02/2021,no,3,4.3,Banking,1.798017801,3871.4,33297,69685
612143,22/07/2021,no,269,2.179,Banking,9.251813228,1482.59,6462,26686
612153,31/07/2021,no,677,2.625,Banking,7.914495605,781.99,4105,14075
612537,14/07/2021,no,104,10.797,Digital,8.508042377,610.08,13174,29283
612748,28/05/2021,no,638,7.166,Digital,4,898.92,12884,43148
613062,25/07/2021,no,233,3.094,Digital,7.5,5995.77,37101,287796
613117,23/05/2021,yes,150,7.127,Digital,3.165,1063.4,15157,51043
613146,12/05/2021,no,266,4.66,Banking,6.165,2331.08,21725,111891
613322,23/05/2021,yes,98,3.526,Digital,2.05,6306.83,44479,302727
613352,12/08/2021,no,-12,73.793,Digital,2.71,70,10331,3360
613360,01/04/2021,no,396,3.125,Digital,10.87003252,3427.87,21422,123403
613361,07/05/2021,no,1255,3.597,Banking,2.46,3825.24,27520,183611
613455,12/05/2021,no,-367,3.063,Banking,2.5,3791.56,23225,181994
613595,05/05/2021,no,143,4.535,Banking,6.5,2018.73,18311,96899
614008,06/02/2021,no,23,29.918,Digital,3.04,182.48,10919,8759
614127,04/02/2021,no,647,2.639,Banking,1.824384088,289.31,1527,5207
614170,09/06/2021,no,-521,4.335,Digital,1.84,2991.13,25931,143574
614177,02/06/2021,no,926,9.305,Digital,5.085,772.17,14370,37064
614191,16/04/2021,no,426,2.961,Digital,1.34,8695.55,51495,417386
614396,03/02/2021,no,-45,3.745,Digital,2.75,3792.69,28410,182049
614848,14/07/2021,no,-2282,2.249,Digital,5.25397594,2140.26,9625,77049
614893,03/07/2021,no,288,2.126,Banking,6.019846328,908.01,3860,16344
615312,20/06/2021,no,188,3.426,Banking,1.5,5015.4,34370,240739
615315,30/07/2021,no,81,42.64,Banking,5,124.53,10620,5977
615346,02/07/2021,no,527,4.985,Banking,14.75960704,10501.51,104706,189027
615448,20/11/2021,no,2918,2.245,Banking,11,8486.52,38107,407352
615536,28/07/2021,no,170,7.138,Digital,13.915,929.71,13273,44626
615692,19/11/2021,no,538,6.176,Digital,11,1370.21,16925,65770
615880,20/11/2021,no,3572,2.662,Banking,10.42829352,4227.01,22506,76086
615881,28/07/2021,no,592,10.359,Banking,9.79,601.82,12469,28887
615910,11/06/2021,no,464,12.745,Banking,4.25,455.64,11614,21870
615952,05/06/2021,no,3,4.545,Digital,8.5,2345.05,21317,112562
616054,15/05/2021,no,508,8.332,Digital,5.29,814.58,13574,39099
616281,23/05/2021,no,17455,13.423,Banking,1.8,441.4,11850,21187
616294,26/05/2021,no,-330,3.217,Digital,3,4631.62,29800,222317
616303,14/05/2021,no,233,1.504,Digital,13.21320347,1075.61,3235,38721
616524,31/07/2021,no,3267,1.751,Banking,2.293694229,2955.6,10349,53200
616546,08/08/2021,no,2957,7.35,Banking,5,1081.5,15897,51912
616685,18/08/2021,no,11,3.277,Digital,2.135,5908.11,38719,283589
616836,18/07/2021,no,700,1.964,Digital,3.116690599,1189.7,4673,42829
616892,18/08/2021,no,569,3.121,Digital,13.5,6699.36,41822,321569
616956,23/07/2021,no,136,4.293,Digital,2.229373298,406.15,3487,14621
616964,14/07/2021,no,992,3.603,Digital,8.5,2544.88,18340,122154
617265,24/06/2021,no,960,25.47,Digital,11.5,219.02,11157,10512
617293,19/05/2021,no,2231,4.171,Digital,14.5,3361.99,28044,161375
617425,05/02/2021,no,-780,6.217,Digital,5.5,1543.2,19188,74073
617565,04/07/2021,no,59,30.988,Banking,9.75,177.73,11015,8531
617637,18/07/2021,no,145,3.442,?,6,6389.19,43984,306681
617724,23/05/2021,no,539,9.883,Banking,6.555341156,61.67,1219,1110
617747,30/07/2021,no,462,14.374,Digital,1.76,399.53,11486,19177
617918,09/09/2021,no,2066,1.549,Banking,7.209118956,2789.18,8643,50205
617923,22/05/2021,no,2981,4.107,Digital,1.75,2489.28,20448,119485
618176,30/05/2021,no,698,17.451,Banking,5.5,329.41,11497,15811
618309,16/06/2021,no,492,3.607,Digital,1.75,3641.62,26271,174797
618553,15/05/2021,no,365,2.941,Digital,1.665,4522.9,26608,217099
618615,20/11/2021,no,2085,12.883,Banking,2.26,475.76,12258,22836
618669,06/05/2021,no,276,3.394,Digital,15,7160.84,48611,343720
618706,31/07/2021,no,-876,15.131,Banking,2.13,367.52,11122,17640
618827,08/07/2021,no,-315,5.724,Banking,2.005,1515.88,17354,72762
618879,07/07/2021,no,-1336,4.468,Digital,13.1675,2437.57,21783,117003
618973,06/06/2021,no,45,1.853,Banking,2.460287666,3667.53,13594,66015
619201,17/11/2021,no,0,4.602,Banking,3,2130.39,19610,102258
619271,29/05/2021,no,34,1.748,Banking,10.46020369,394.24,1378,7096
619387,13/05/2021,no,175,2.198,Digital,2.505469477,2599.79,11429,93592
619456,06/05/2021,no,60,3.507,Banking,6.139710244,6904.42,48432,124279
619510,24/07/2021,no,3717,1.924,Digital,7.684224669,1622.82,6246,58421
619575,16/06/2021,no,461,4.113,Digital,13.48535568,5696.53,46857,205075
619640,29/07/2021,no,1103,3.511,Banking,4.5,5626.28,39510,270061
619906,31/07/2021,no,385,2.685,Banking,12.07996914,2676.26,14369,48172
620019,07/05/2021,no,3071,5.583,Digital,2.25,1378.74,15394,66179
620348,07/07/2021,no,505,8.665,Banking,1.55,811.15,14057,38935
620351,29/05/2021,no,1065,3.268,Digital,3.5,9001.24,58841,432059
620424,04/07/2021,no,4805,1.522,Digital,1.896777875,2957.87,9006,106483
620481,31/07/2021,no,27,4.206,Banking,1.835,3198.61,26908,153533
620492,03/06/2021,no,284,21.681,Banking,7,253.15,10977,12151
620695,09/02/2021,no,-172,1.545,Banking,2.75549189,2012.49,6217,36224
621066,08/05/2021,no,314,5.531,Banking,3.29,1476.05,16329,70850
621142,04/06/2021,no,0,2.013,Digital,8.320869065,9963.98,40111,478271
621302,26/02/2021,no,241,3.264,Banking,2.55,5778.6,37726,277372
621360,05/02/2021,no,476,6.69,Digital,12.54,1091.88,14609,52410
621508,23/07/2021,no,416,4.658,Digital,1.84,5069.45,47230,243333
621857,28/07/2021,no,1690,3.114,Banking,2.980885795,450.97,2809,8117
622246,16/05/2021,no,783,2.326,Digital,9.771536633,2018.34,9389,72660
622510,02/02/2021,no,573,1.686,Digital,9.5,943.58,3181,16984
622715,21/11/2021,no,8486,84.074,Digital,1.885,61.88,10405,2970
622722,30/01/2021,no,0,2.631,Banking,2.3,5128.81,26987,246182
623456,23/05/2021,no,507,10.398,Digital,13.335,631.11,13124,30293
623710,30/06/2021,no,0,4.961,Digital,10.67761006,7165.81,71093,257969
623722,27/05/2021,no,-274,1.753,Banking,2.669938631,4611.39,16168,83005
624223,15/05/2021,no,-545,2.06,Banking,10.3753971,583.41,2404,10501
624517,07/07/2021,no,551,3.064,Digital,2.875,7627.87,46736,366137
624839,18/07/2021,no,98,4.704,Banking,13.08941267,172.63,1624,3107
624892,29/05/2021,no,0,6.905,Banking,1.505,1097.81,15161,52694
625194,26/05/2021,no,519,13.527,Digital,1.75,423.22,11450,20314
625305,18/05/2021,no,354,3.589,Banking,3.147727609,5825.71,41820,279634
625447,17/06/2021,no,403,4.17,Digital,7.835,2734.95,22811,131277
625479,21/11/2021,no,695,9.777,Digital,13.5,706.27,13811,33900
625503,28/05/2021,yes,-354,4.194,Banking,13.5,2973.15,24940,142711
625621,24/07/2021,no,-268,1.594,Digital,4.325566998,5162.41,16460,185846
625662,03/07/2021,no,1807,4.034,Digital,6.670573501,794.96,6413,28618
625787,01/07/2021,no,173,4.574,Digital,5.777686552,9712.68,88843,349656
625800,27/05/2021,no,223,3.764,Banking,5.904166597,5103.65,38417,91865
625861,28/08/2021,no,163,16.385,Digital,3.062841446,346.82,11365,16647
625907,03/06/2021,no,-224,3.706,Banking,6.861570321,3270.82,24244,58874
626016,09/07/2021,yes,0,4.175,Digital,10.02089603,2964.74,24758,106730
626075,06/06/2021,no,-30,14.753,Digital,3.79,398.88,11769,19146
626252,21/11/2021,no,833,17.129,Banking,1.505,336.56,11530,16154
626281,13/05/2021,no,-141,10.444,Digital,1.885,627.31,13103,30110
626338,11/06/2021,no,376,12.774,Digital,15,495.54,12660,23785
626500,17/07/2021,no,-453,11.491,Digital,4.585,534.58,12286,25659
626564,14/05/2021,no,1761,4.159,Banking,4.125,3229.83,26866,155031
626689,16/04/2021,no,392,3.765,Digital,12.14658581,4461.6,33598,160617
626730,24/07/2021,no,268,9.164,Digital,6,659.23,12083,31643
626815,06/05/2021,no,215,6.578,Digital,8.0825,1001.18,13171,48056
627125,27/08/2021,no,-315,5.761,Digital,2.55,1520.27,17518,72972
627386,01/07/2021,no,1649,8.642,Digital,2.46,847.76,14653,40692
627440,02/06/2021,no,1105,5.147,Digital,1.965,2054.33,21147,98607
627633,05/05/2021,no,96,4.512,Digital,3.362821458,3487.88,31476,125563
627926,13/05/2021,no,62,4.355,Digital,4.04,1900.9,16558,91243
628045,19/05/2021,no,464,1.806,Banking,2.330702563,858.4,3101,15451
628428,09/02/2021,no,0,3.839,Digital,10.125,2247.86,17258,107897
628472,22/07/2021,no,651,3.21,Digital,1.5,3389.68,21759,162704
628663,07/09/2021,no,194,4.008,Banking,12.5,3155.56,25298,151466
628801,18/11/2021,yes,-305,4.55,Banking,9.992867574,1824.04,16598,32832
628815,06/02/2021,no,517,4.887,?,1.925,1908.51,18654,91608
628893,13/05/2021,no,0,9.61,Banking,3.125,683.37,13135,32801
628995,17/07/2021,no,20,2.272,Digital,2.5,1911.59,8686,68817
629112,18/11/2021,no,1267,5.269,Digital,11.625,1675.8,17660,80438
629438,11/07/2021,yes,-745,3.398,Digital,10,3569.83,24258,171351
629762,06/06/2021,no,193,3.572,Digital,3.335,4664.5,33327,223896
629908,17/06/2021,no,1437,2.418,Banking,1.98564566,873.58,4224,15724
629935,14/05/2021,no,102,4.567,Banking,3,2276.88,20797,109290
630006,11/07/2021,no,-762,3.022,Banking,1.5,6157.51,37210,295560
630151,06/05/2021,no,710,4.491,Digital,3.335,2557.49,22972,122759
630171,23/07/2021,no,4,14.572,Digital,3.54,382.65,11152,18367
630272,23/07/2021,no,566,3.33,Digital,2.55,5825.94,38803,279645
630340,18/11/2021,no,68,5.175,Digital,4.915,1629.08,16862,78195
630485,24/07/2021,no,434,4.238,Digital,13,2935.3,24879,140894
630495,22/07/2021,no,788,3.121,Digital,13.915,4321,26969,207408
630584,15/05/2021,no,806,3.596,Digital,2.55,5438.65,39110,261055
630669,03/06/2021,no,-872,6.058,Digital,2.005,1487.38,18021,71394
630821,14/07/2021,no,-191,3.468,Banking,11.5,4225.26,29305,202812
630874,18/11/2021,no,1553,18.771,Digital,1.965,293.94,11035,14109
630956,26/05/2021,no,6471,1.778,Banking,1.695397232,7049.06,25060,126883
630988,03/02/2021,no,-515,3.394,Banking,11.7477387,11512.06,78134,207217
631050,06/05/2021,no,53,4.057,Banking,8.315759917,471.16,3823,8480
631168,30/01/2021,no,261,1.687,Banking,2.973264791,6967.57,23507,125416
631248,14/07/2021,no,781,3.927,Banking,1.59,3892.44,30572,186837
631573,23/05/2021,no,-118,2.755,Banking,1.375,4052.53,22328,194521
631854,11/07/2021,no,0,10.961,Digital,6.5,593.39,13008,28482
632049,05/02/2021,no,320,5.972,Banking,11,1359.12,16234,65237
632125,23/07/2021,no,299,3.943,Digital,5.843735788,2477.85,19540,89202
632189,07/07/2021,no,1361,27.08,Digital,1.885,203.73,11034,9779
632235,09/08/2021,no,80,5.996,Digital,1.5,1393.57,16711,66891
632279,01/07/2021,no,-147,8.295,Digital,1.620087277,846.52,14043,40632
632288,08/05/2021,no,-762,2.645,Digital,7.25,5079.33,26874,243807
632441,03/11/2021,no,0,9.241,Digital,2.5,654.91,12104,31435
632767,21/07/2021,no,289,3.31,Digital,7.227041299,956.37,6332,34429
632816,31/07/2021,no,144,3.768,Digital,6.5,4224.95,31843,202797
632919,16/06/2021,no,1225,3.337,Banking,2.09,4749.65,31696,227983
633093,02/06/2021,no,80,3.007,Banking,8.635058006,6578.56,39567,118414
633318,04/05/2021,no,69,4.378,Banking,9.96,2870.29,25132,137773
633520,22/08/2021,yes,0,3.634,Banking,1.335,3468.99,25215,166511
633669,08/07/2021,no,277,2.325,Digital,5.444640454,834.08,3878,30026
633765,01/06/2021,no,-528,2.445,Banking,7.785342902,4601.51,22503,82827
633805,19/11/2021,no,5432,3.093,Digital,7.54,8973.89,55507,430746
633811,18/07/2021,no,95,3.074,Digital,3.125,6331.03,38926,303889
633882,31/07/2021,no,812,4.153,Banking,8.585,6961.66,57827,334159
634023,08/04/2021,no,2310,4.252,Digital,1.675,1873.84,15937,89944
634344,08/05/2021,yes,5,2.058,Banking,14.7305255,7978.52,32847,143613
634642,17/11/2021,no,69,3.667,Banking,2.175,4071.33,29860,195423
634691,31/07/2021,no,3644,6.186,Digital,4.5,1104.6,13667,53020
634855,08/07/2021,no,-128,1.977,Banking,6.049892732,5855.54,23157,105399
635336,19/06/2021,no,334,2.946,Digital,1.505,6707.94,39522,321981
635347,22/07/2021,no,0,4.64,Banking,2.5,3483.67,32330,167216
635368,18/11/2021,no,4885,18.326,Banking,8.0825,324.86,11907,15593
635475,21/08/2021,no,137,4.534,Digital,1.5,2429.78,22035,116629
635684,16/06/2021,no,68,3.672,Digital,3.5,4300.31,31579,206414
635833,11/06/2021,no,18,4.651,Banking,2.184079717,4283.3,39840,77099
635884,07/05/2021,no,2441,4.835,Banking,8.633200996,2798.2,27059,50367
636000,21/05/2021,no,29050,3.741,Banking,2.55,4412.97,33022,211822
636079,15/07/2021,no,340,2.983,Banking,2.38730175,1321.5,7883,23787
636255,05/08/2021,no,718,5.89,Digital,2.25,1374.26,16188,65964
636299,04/07/2021,yes,0,4.551,Digital,5.125,2181.18,19855,104696
636368,18/08/2021,no,1253,7.298,Digital,10,1055.38,15404,50658
636455,27/05/2021,no,-295,2.669,Banking,6.136232184,4590.79,24505,82634
636503,08/04/2021,no,3323,3.104,Digital,1.425,3337.11,20719,160181
636735,04/05/2021,no,953,1.142,Digital,1.675,6130.85,13997,294280
636765,09/07/2021,yes,2,3.732,Digital,2.135,3981.37,29716,191105
636775,29/01/2021,no,0,2.351,Digital,3.875888716,432.95,2036,15586
636798,25/07/2021,no,312,2.892,Banking,9.5,8346.49,48277,400631
637291,27/01/2021,no,831,18.265,Digital,11,304.1,11109,14596
